,amort,curr_assets,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,material_exp,personnel_exp,sales,subscribed_cap,tang_assets,balsheet_flag,balsheet_length,balsheet_notfullyear,year,nace_main,ind2,ind,urban_m,operates_within_2_years,liquidity_ratio,profit_margin,leverage_ratio,founded_year,Idade_da_empresa,region_m_encoded
15941,2248.148193359375,14344.4443359375,0.0,0.0,0.0,9.043572769710515,8.76015101211572,0.0,5.547345238626673,10.807650982549314,14381.4814453125,2.500639095639203,6.503789077469579,9.043572769710515,0.0,365,0.0,2012,2920.0,29.0,1.0,3,1,1.637172979751849,0.08796154985887877,-0.4979218580033837,2006,6.0,2
15953,1729.629638671875,23366.666015625,0.0,0.0,0.0,8.113138221408336,8.068901746841135,0.0,9.183033909242258,12.229124736371029,37677.77734375,12.426549958086696,9.315790903113744,8.113138221408336,0.0,365,0.0,2012,5629.0,56.0,3.0,1,1,0.32734665952938813,0.01115567447893705,0.6619560407296744,2003,9.0,0
15965,17488.888671875,3314.814697265625,4.5389512172306565,0.0,-92.59259033203124,11.407329157626839,7.901377353792616,0.0,7.0305299588912815,11.789526130424571,54503.703125,2.5845628276530515,7.524481248257534,11.407329157626839,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.018946569927698557,0.011486569445962653,3.543471120405469,2003,7.0,1
15981,43425.92578125,251751.859375,0.0,0.0,0.0,13.104073189544795,8.088425371057781,40.74074172973633,11.632000582196255,13.822398903742018,298314.8125,14.15868590346992,10.008893086711856,13.103990181733803,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.030641076253568194,0.00042045291336380373,0.9273705307976102,1996,16.0,0
15998,34774.07421875,47744.4453125,5.004940091058004,0.0,-148.1481475830078,13.4647822725512,10.539502778005353,0.0,8.71802754536061,12.432813717998226,111362.9609375,12.962153471235679,11.618294964962695,13.4647822725512,0.0,365,0.0,2012,5510.0,55.0,3.0,1,1,0.03939654244176191,0.059913927080307995,0.6735315927312531,1997,15.0,0
16013,4363818.5,34873036.0,9.503084610020228,88214.8125,74814.8125,17.72620349924914,15.911516155089771,211688.890625,16.347231691390846,17.695266062135765,14736637.0,18.139808088044035,12.822261497450311,17.72180609270129,0.0,365,0.0,2012,2812.0,28.0,2.0,1,1,2.4148570506996268,0.10513606312961804,0.06863918585780367,1991,21.0,0
16040,0.0,996.2963256835936,0.0,0.0,0.0,0.0,8.5707480281505,0.0,0.0,8.844240220861948,4755.5556640625,2.374475432329688,5.917199843171274,0.0,0.0,365,0.0,2012,5629.0,56.0,3.0,3,0,0.5873362728238272,0.29154013085903496,-2.4232803780691965,2009,3.0,1
16047,562.9629516601562,189822.21875,0.0,0.0,0.0,6.648168623112373,10.964440902637548,0.0,6.835861387895293,11.991647230585656,25066.666015625,12.368180002062164,9.315790903113744,6.648168623112373,0.0,365,0.0,2012,5510.0,55.0,3.0,1,1,0.028883084173880424,0.2210289204569348,1.7250610780711415,2007,5.0,0
16055,670.370361328125,7729.62939453125,0.0,0.0,0.0,9.050115110560956,7.451951170739497,0.0,7.9702540988322585,10.777587270528223,13340.7412109375,2.4903401999228842,9.005668654661454,9.050115110560956,0.0,365,0.0,2012,5510.0,55.0,3.0,3,1,0.07524160164711809,0.026886081957003243,-2.019047582882238,2009,3.0,0
16110,1070.370361328125,881.4815063476561,0.0,0.0,0.0,9.380323755800207,7.821479732497755,0.0,0.0,10.049713274280576,13429.6298828125,2.4442234309233144,7.524481248257534,9.380323755800207,0.0,304,0.6931471805599453,2012,5610.0,56.0,3.0,2,0,0.17668895105177088,0.06048507731357537,1.2179022709514538,2012,0.0,2
16160,9048.1484375,100788.890625,5.143827159178157,0.0,-170.37037658691406,11.010047794771921,9.774447620683496,0.0,9.351476539508223,12.877535233695523,100985.1875,13.14061265426832,10.008893086711856,11.010047794771921,0.0,365,0.0,2012,2829.0,28.0,2.0,3,1,1.5796272972812753,0.03339248981121826,0.30459855538888203,1997,15.0,0
16177,162.9629669189453,3937.037109375,0.0,0.0,0.0,0.0,7.01401536549069,0.0,0.0,7.959961570812583,0.0,2.2330181452798756,2.971363678917776,0.0,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,5.84065925210272,0.24082363762845443,0.20658343943058846,1997,15.0,0
16218,48855.5546875,283670.375,6.131789910788439,26900.0,26440.740234375,13.290568895067862,11.552725412378223,0.0,11.508741568418806,12.539700550694583,79855.5546875,13.146754359142834,10.519700640815572,13.290568895067862,0.0,365,0.0,2012,2899.0,28.0,2.0,1,1,0.0,0.182299236926916,0.0,1993,19.0,0
16274,15125.92578125,55307.40625,7.350230673146188,1629.629638671875,74.0740737915039,12.43276943909556,9.228424017307551,26451.8515625,9.188348457360306,12.438040398802857,70992.59375,12.739369116812872,9.315790903113744,12.32135491799432,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.4746305118912712,0.02821446052020907,1.1516695196815723,2003,9.0,0
16291,3203.70361328125,26018.517578125,0.0,2514.814697265625,2514.814697265625,8.97239803750747,8.577047111906923,0.0,8.740200405311924,11.934100379498782,76537.0390625,2.5801592149771153,4.5389512172306565,8.97239803750747,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,2.2774742251536884,0.024612171462238364,0.2761569443630233,1999,13.0,0
16344,2470.370361328125,7622.22216796875,0.0,0.0,0.0,9.697845050872079,9.732714638650977,0.0,6.360918588691722,9.590619340781783,7492.5927734375,2.448785583003883,7.524481248257534,9.697845050872079,0.0,365,0.0,2012,5630.0,56.0,3.0,3,1,0.1691304319415318,0.38736859723771955,0.5536831862530095,2007,5.0,1
16355,0.0,3677.77783203125,0.0,0.0,0.0,0.0,7.771223278560154,0.0,8.099734202204663,9.400124735284804,0.0,2.36523186875355,4.36663095995669,0.0,0.0,365,0.0,2012,5630.0,56.0,3.0,2,1,0.06666667124430359,0.13793102631812731,-0.10235731152511847,2005,7.0,0
16366,6700.0,345062.96875,6.021293008381352,0.0,-411.1111145019531,11.103746202296499,8.511450856819772,0.0,9.148177256494046,13.507128120370252,384555.5625,13.9436701262662,10.119236408483347,10.349984383170092,0.0,365,0.0,2012,3314.0,33.0,2.0,2,1,0.9128295675959248,0.0009448777701980357,0.789734785919502,1993,19.0,0
16394,1174.0740966796875,374.0740661621094,0.0,0.0,0.0,10.166459880292775,6.927085729773812,0.0,0.0,7.037060116183306,2274.073974609375,2.2715186145194277,10.624057989083978,10.166459880292775,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.08601134424556074,0.16201118101352951,0.1743860187416937,2002,10.0,0
16404,1037.0369873046875,8585.185546875,0.0,0.0,0.0,9.187969739237232,9.152895692441856,2140.74072265625,7.824445930877619,12.838754664215521,6166.66650390625,12.882989448206658,7.524481248257534,8.94089592629356,0.0,365,0.0,2012,5629.0,56.0,3.0,3,0,0.2857572924606199,0.02158835270276966,2.0287110810160436,2010,7.0,0
16408,0.0,3829.629638671875,0.0,0.0,0.0,0.0,7.590234676557454,0.0,0.0,11.495299552847229,0.0,2.5269462337535,7.524481248257534,0.0,0.0,353,0.6931471805599453,2012,5630.0,56.0,3.0,3,1,5.35849036657076,0.017773999518137764,0.054026504466799206,2012,0.0,0
16438,533.3333129882812,48796.296875,0.0,0.0,0.0,7.226262897143057,7.522480376017197,0.0,10.746830756469114,11.057410121792893,39240.7421875,2.5266918740339714,9.36457679031529,7.226262897143057,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.07029580272088266,0.016644425460772865,1.7746507426389757,2006,6.0,0
16455,0.0,45418.51953125,0.0,0.0,0.0,0.0,9.181510192896177,0.0,0.0,5.89705208130327,0.0,2.3025136409940465,9.315790903113744,0.0,0.0,365,0.0,2012,3312.0,33.0,2.0,2,1,6.5149630810989025,0.0,0.1687952793383977,2002,10.0,1
16472,7533.33349609375,19151.8515625,0.0,1881.4814453125,1881.4814453125,12.430700594580731,8.743159395919102,0.0,0.0,11.009864087429344,18688.888671875,2.5239270625408614,7.524481248257534,12.430700594580731,0.0,365,0.0,2012,5520.0,55.0,3.0,2,1,0.11732391249963013,0.006523407810353745,1.6404892059589675,2010,2.0,1
16487,10970.3701171875,592388.875,0.0,0.0,0.0,11.287384119368573,11.68158214099951,0.0,0.0,12.832835352229697,22225.92578125,13.179235555838387,9.315790903113744,11.287384119368573,0.0,365,0.0,2012,3320.0,33.0,2.0,2,1,2.2060195329897336,0.026340099319827663,0.23530270332637962,2000,12.0,1
16647,1259.25927734375,3925.926025390625,0.0,0.0,0.0,9.918242997296455,8.02867253469912,0.0,7.706712849577192,9.763431235782395,15422.22265625,2.4462674135882954,3.6385603402098208,9.918242997296455,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,0.025041101816291367,0.07262624119585807,-1.706301279883998,1998,14.0,1
16662,9303.7041015625,29774.07421875,0.0,0.0,0.0,10.675931008412125,9.118172291618738,0.0,8.936035096566041,11.657002404990461,54485.18359375,2.5764126230880757,9.315790903113744,10.675931008412125,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,0.4775086400436871,0.045779544595828406,0.6012861521452975,2006,7.0,0
16668,2111.111083984375,62196.296875,0.0,0.0,0.0,8.090697346725555,9.960580024531822,0.0,9.24394352952739,12.993437434824164,69674.0703125,13.192892784482291,9.603450433395352,8.090697346725555,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.00714178885612862,0.0,6.686000143701175,2011,1.0,0
16706,62.96296310424805,18777.77734375,0.0,0.0,0.0,1.5483502073130806,7.244941546337007,0.0,0.0,5.886823902353611,0.0,2.141763124087869,9.315790903113744,1.5483502073130806,0.0,365,0.0,2012,5590.0,55.0,3.0,3,1,7.111702113205516,-0.23838383925817122,0.0800852013975789,2002,10.0,0
16820,9585.185546875,557685.1875,9.495594499353297,0.0,-13300.0,11.223279486149488,7.518466448306446,0.0,13.117233743298614,12.65237484804459,93992.59375,12.98767381435929,9.315790903113744,11.223279486149488,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,0.009122554924379871,0.002457877117464734,7.080463844004572,1994,18.0,2
16832,1866.6666259765625,46555.5546875,0.0,0.0,0.0,8.6689728147415,8.291518668898766,0.0,0.0,9.42672629813648,7481.4814453125,2.4087302893093274,4.035223469192277,8.6689728147415,0.0,365,0.0,2012,2830.0,28.0,2.0,1,1,28.907737896426198,0.1445405780958831,0.023217247350892024,1993,19.0,0
16855,481.4814758300781,49848.1484375,0.0,0.0,0.0,9.939188896374212,9.19476412321245,0.0,8.262320031827006,9.824378181954447,7107.4072265625,2.568853504308921,8.910370746003398,9.939188896374212,0.0,365,0.0,2012,2825.0,28.0,2.0,1,1,1.9413427301970316,0.0519941215700072,0.2928394025882333,1994,18.0,0
16880,48418.51953125,1651225.875,3.731477671729219,0.0,-40.74074172973633,14.022645959837044,13.00077537766962,55.55555725097656,0.0,12.916589118388341,2021663.0,14.93132135084731,10.837928889167381,14.02260084233796,0.0,365,0.0,2012,2931.0,29.0,1.0,3,1,8.622699901231632,0.13003563681120575,0.06741481569537405,1995,17.0,0
16902,633.3333129882812,266.6666564941406,0.0,0.0,0.0,10.455697187861206,8.302596325898584,0.0,0.0,6.633659529500117,281.4814758300781,2.2739826704477544,7.326148823330335,10.455697187861206,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.05066921707033441,0.593939374327437,-0.41940656172934915,1991,21.0,0
16926,10377.77734375,40918.51953125,0.0,0.0,0.0,10.518099441759327,8.323491579857043,0.0,0.0,10.894285724757033,44874.07421875,2.539893672241302,9.315790903113744,10.518099441759327,0.0,365,0.0,2012,2660.0,26.0,2.0,1,1,3.963698883096736,0.03164238944785442,0.07726502449625501,2003,9.0,0
17000,8040.74072265625,184177.78125,0.0,0.0,0.0,9.769801683695055,10.522297212362515,1085.1851806640625,7.943006911584954,12.06692273067171,34881.48046875,12.550453592656202,9.315790903113744,9.705774836875957,0.0,365,0.0,2012,3320.0,33.0,2.0,2,1,1.632884236934881,0.06330708508620922,0.36864215488308566,2008,4.0,1
17042,59.25925827026367,18348.1484375,0.0,0.0,0.0,5.589742387274195,7.3478483946680555,0.0,8.336887414073056,11.501087863717094,40137.03515625,2.5202808517848743,9.315790903113744,5.589742387274195,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,1.4541666884104405,0.013893907580019325,0.050146261864408084,1994,18.0,0
17064,0.0,43614.81640625,0.0,0.0,0.0,7.176565912151676,7.25021480498442,0.0,6.68586094706836,11.182581707673252,19118.517578125,2.51864479685319,7.8607992705396,7.176565912151676,0.0,103,0.6931471805599453,2012,2651.0,26.0,2.0,1,1,2.0551814701237556,0.014015243663403858,0.5043114519439238,2012,7.0,0
17113,1244.4444580078125,39355.5546875,0.0,0.0,0.0,11.391271205552682,9.969807506000015,0.0,5.886823902353611,9.539982486438946,3633.333251953125,2.4469818982499634,7.524481248257534,11.391271205552682,0.0,365,0.0,2012,4669.0,46.0,3.0,1,1,0.2615192638070593,0.5578652585947398,4.318496778760579,2011,1.0,0
17161,2337.037109375,51825.92578125,4.719490405210677,0.0,-111.1111068725586,11.285990947954707,7.263277691335644,0.0,0.0,11.814517839013352,19222.22265625,2.5629154650595942,9.315790903113744,11.238404322952476,0.0,365,0.0,2012,5510.0,55.0,3.0,2,1,0.04242997388855805,0.00686948012861086,2.234418965138029,2003,9.0,0
17173,2785.185302734375,13081.4814453125,0.0,0.0,0.0,10.956590295775104,7.90411609195325,0.0,8.843171383550596,10.77216398723196,44014.81640625,2.5258935767053377,8.910370746003398,10.956590295775104,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,1.1206381017306852,0.02463681439189611,0.24279834622651145,2000,12.0,0
17194,3914.814697265625,722.2222290039062,0.0,0.0,0.0,10.606334800581521,7.19895888403157,51.85185241699219,0.0,7.534426255016344,300.0,2.293278586533752,9.315790903113744,10.605050103238435,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,16.62500020116568,0.151955862861267,0.0010537407974232048,1990,22.0,0
17213,583092.5625,2796737.0,0.0,0.0,0.0,15.72618893601898,13.56068653181466,10403.7041015625,7.273606497695037,16.03675673690548,12666289.0,16.96411751189008,10.789721460520292,15.72464816607426,0.0,365,0.0,2012,2732.0,27.0,2.0,3,1,0.5945133086189189,0.031130809612154836,0.7137409956090718,1998,14.0,1
17285,820053.6875,9069024.0,0.0,0.0,0.0,14.97878370403657,11.714635130459234,12619.330078125,15.40498491815447,16.989471816821013,3795416.0,17.201466002554234,13.98671903004372,14.97483279814147,0.0,365,0.0,2012,2815.0,28.0,2.0,2,1,0.004283899506516333,0.0040858865247614855,15.003362136021842,2000,12.0,1
17305,448.1481628417969,4374.07421875,0.0,0.0,0.0,7.686519371064172,8.50247049875078,0.0,7.548185133095914,10.778899973200106,18059.259765625,2.490632589174968,7.739488226458665,7.686519371064172,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.22386483099628499,0.07269472622154417,-0.7711726860832668,1994,18.0,2
17353,1229.629638671875,34003.703125,0.0,0.0,0.0,6.056610541129089,9.527923695991245,0.0,0.0,11.00698113743629,214.8148193359375,2.5042916341975308,7.524481248257534,6.056610541129089,0.0,145,0.6931471805599453,2012,2822.0,28.0,2.0,2,1,0.937257773673296,0.16325930816093687,1.4119333854081864,2012,7.0,2
17386,9811.111328125,91485.1875,0.0,0.0,0.0,9.952854280371495,9.010655583577071,0.0,11.005628763477118,11.772387203875214,56125.92578125,2.572424725755441,9.641465993010465,9.952854280371495,0.0,365,0.0,2012,5510.0,55.0,3.0,3,1,0.07032294966029007,0.04324402549101772,-63.81707602964419,1991,21.0,0
17441,7292.5927734375,10692.5927734375,0.0,0.0,0.0,4.9275220048160815,8.680992375257325,0.0,0.0,9.382508670427537,9925.92578125,2.4406719833373587,7.524481248257534,4.9275220048160815,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,3.391304327619281,0.10199625349081491,0.44531657837246297,2008,4.0,0
17452,1562.9630126953125,29562.962890625,0.0,0.0,0.0,6.131789910788439,7.5144364105741515,0.0,9.448852639112154,12.58631203543075,112022.21875,12.93435701769409,9.315790903113744,6.131789910788439,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.1054987132509443,0.0026550570275324136,3.381621629017531,2005,7.0,0
17464,0.0,10322.22265625,0.0,0.0,0.0,0.0,9.6659515574252,0.0,0.0,7.0239567695162,3718.5185546875,2.393277604233134,4.318475276683786,0.0,0.0,365,0.0,2012,2711.0,27.0,2.0,1,1,0.8312251336560034,0.0,138.35000443401339,1996,16.0,0
17487,55.55555725097656,2985.185302734375,0.0,0.0,0.0,6.287927420876042,7.473216393854747,0.0,6.139804703478421,8.835118871208389,7981.4814453125,2.372680275044881,7.524481248257534,6.287927420876042,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,1.0557432201084551,0.09442724079107626,1.649025010819544,2011,1.0,0
17492,18.518518447875977,9040.7412109375,0.0,0.0,0.0,6.3150900952512785,6.9234463470931145,0.0,0.0,6.671892322935734,15174.07421875,2.221088503909397,7.524481248257534,6.3150900952512785,0.0,132,0.6931471805599453,2012,5610.0,56.0,3.0,2,0,0.6412924600528441,0.2640000046142579,2.3900523228189283,2012,0.0,2
17528,4829.62939453125,65688.890625,0.0,0.0,0.0,10.218605114028774,8.20123353987672,0.0,10.091237221530577,12.817178605792842,21803.703125,12.909640034157459,9.315790903113744,10.218605114028774,0.0,365,0.0,2012,2830.0,28.0,2.0,3,1,0.04657741044478757,0.006441799303064068,1.338634281562551,2003,9.0,0
17547,391892.59375,916137.0625,0.0,0.0,0.0,14.383424676459263,11.760921250280976,0.0,0.0,14.452701087572011,78355.5546875,14.621359999990199,9.315790903113744,14.383424676459263,0.0,365,0.0,2012,2822.0,28.0,2.0,3,1,0.031149325238838524,0.05158987049361849,0.7469570649668594,1989,23.0,0
17565,0.0,1377.77783203125,0.0,0.0,0.0,9.643389424495496,9.106324654796406,0.0,0.0,7.139072754446257,0.0,2.3336758186312156,9.315790903113744,9.643389424495496,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,1.5445026959500052,0.7359999905078127,0.04442893589296014,1992,20.0,0
17574,492.5925903320313,7429.62939453125,0.0,0.0,0.0,8.128552431700625,8.901331249166837,0.0,0.0,9.438293044034648,4229.62939453125,2.4101136538323567,9.315790903113744,8.128552431700625,0.0,365,0.0,2012,5629.0,56.0,3.0,1,1,0.7164285662493023,0.29112808806516816,-7.387862449899519,2007,5.0,0
17623,515748.15625,2148737.0,12.680744366169934,149096.296875,-172400.0,16.695682754507484,12.406535293783824,8711.111328125,11.964667760937553,15.13544574155714,1754729.625,15.780201594029496,14.277846584885948,16.668575720724977,0.0,365,0.0,2012,5510.0,55.0,3.0,3,1,0.7882112161846594,0.026929154356883412,0.6306167490015533,2001,7.0,1
17699,2966.666748046875,592.5925903320312,0.0,0.0,0.0,9.663835807039474,11.068677358835037,0.0,0.0,10.558343306772004,9844.4443359375,2.426314934315428,9.315790903113744,9.663835807039474,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.00010689470603522723,0.9527307958666997,-1.891427528987115,1998,14.0,0
17748,21707.408203125,138081.484375,0.0,15859.2587890625,15859.2587890625,12.188234328338062,10.548870258547465,0.0,9.394287153600464,13.574477708708821,95362.9609375,13.739749903575609,8.217358538114986,12.188234328338062,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.004461321103470575,0.039304831090558476,-2.10708567087491,2008,4.0,0
17759,0.0,12785.185546875,0.0,0.0,0.0,0.0,7.398990277880189,0.0,0.0,8.930660764530426,0.0,2.3367555418524524,9.603450433395352,0.0,0.0,365,0.0,2012,5510.0,55.0,3.0,3,0,0.9860772445675382,0.13464643618548777,4.96200392456707,2011,1.0,0
17832,42203.703125,145118.515625,0.0,0.0,0.0,12.932065846930746,9.074168442629611,0.0,9.698754477231242,12.3440337826458,76914.8125,12.780751907517464,9.836530275231542,12.932065846930746,0.0,365,0.0,2012,2830.0,28.0,2.0,2,1,0.12771426280407538,0.022161068609236483,0.32144644962137836,2005,7.0,0
17842,9777.77734375,53988.890625,0.0,0.0,0.0,12.596891117595092,7.944321424068818,1211.111083984375,9.719446745240132,12.309385589781192,86811.109375,12.658318459722341,9.315790903113744,12.592786161311345,0.0,365,0.0,2012,5510.0,55.0,3.0,2,1,0.4863778243781895,0.007151357017875126,0.6642261589493706,1998,14.0,1
17940,474.0740661621094,2318.5185546875,0.0,0.0,0.0,9.592895628017612,9.27114622736882,0.0,0.0,6.301600981588468,285.1851806640625,2.3498072470977407,9.315790903113744,9.592895628017612,0.0,365,0.0,2012,5510.0,55.0,3.0,2,1,0.6473629949198855,0.7277339030667015,-0.09009596545915609,1993,19.0,2
17964,1703.7037353515625,8481.4814453125,0.0,0.0,0.0,9.062643495962025,8.291518668898766,0.0,0.0,9.08430248456561,0.0,2.359968641452018,7.524481248257534,9.062643495962025,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.36165163463737454,0.2453785811368244,10.404938151041666,2011,1.0,0
18017,348.1481628417969,49396.296875,0.0,0.0,0.0,7.93640865352245,8.625396371855713,0.0,8.622066957771466,12.655912230614021,134077.78125,12.98210692215283,7.524481248257534,7.93640865352245,0.0,365,0.0,2012,5610.0,56.0,3.0,3,1,0.2046807036835286,0.011829579303246992,202.09460676311699,2008,4.0,0
18035,1311.111083984375,69440.7421875,0.0,0.0,0.0,8.690380547448388,9.013816167751264,0.0,0.0,10.850650165327346,19044.4453125,2.5155058293880144,9.315790903113744,8.690380547448388,0.0,365,0.0,2012,5630.0,56.0,3.0,1,1,0.057215139203451844,0.08440202577641596,1.0180287301249662,1992,20.0,0
18086,534300.0,9779830.0,0.0,0.0,0.0,15.94168783348743,13.915524317663776,24740.740234375,14.25439440399009,16.918515852171968,1504770.375,17.09096318090009,9.315790903113744,15.938732055081317,0.0,365,0.0,2012,2920.0,29.0,1.0,1,1,0.05093463767561419,0.03970080679046944,2.4710712909636885,2000,12.0,0
18138,5133.33349609375,15066.6669921875,6.7785320454660205,311.1111145019531,-566.6666870117188,11.829634151656732,9.509146451005169,25.925926208496094,2.971363678917776,11.732217797351787,29907.408203125,2.5748507114332946,9.664071139165507,11.829445167970585,0.0,365,0.0,2012,5590.0,55.0,3.0,3,1,1.0896893122204654,0.0653243237953972,0.0650048161300606,1995,17.0,2
18159,145359.265625,4861929.5,0.0,0.0,0.0,14.662788239576459,13.427362822345685,0.0,13.93113248232316,15.052820672311505,841574.0625,15.416380167105022,10.911734051845215,14.6385535617177,0.0,365,0.0,2012,2740.0,27.0,2.0,3,1,5.050526937074562,0.10546724221384429,0.06414468375288314,1992,20.0,0
18220,311.1111145019531,268581.46875,0.0,0.0,0.0,7.097058530785661,10.93067481520715,0.0,7.862226331727144,11.929617934715194,60040.7421875,12.518112213451246,7.524481248257534,7.097058530785661,0.0,365,0.0,2012,2620.0,26.0,2.0,2,1,0.0017223150186819359,0.18405963879838566,4.178566396050716,2011,1.0,0
18281,144.44444274902344,16437.037109375,0.0,0.0,0.0,0.0,7.76966025470118,0.0,0.0,7.380694429959545,2629.629638671875,2.284523520431553,5.694729268325382,0.0,0.0,365,0.0,2012,2822.0,28.0,2.0,2,1,7.767896103554416,0.3143794369387422,0.1160332231216282,1993,19.0,0
18356,0.0,766.6666870117188,0.0,0.0,0.0,0.0,7.487837440643911,0.0,0.0,6.4108447392524095,1918.5185546875,2.2393320542049184,9.315790903113744,0.0,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.02768871972739817,0.38649790219530766,-1.0306397959501299,2005,7.0,0
18378,6822.22216796875,167818.515625,0.0,0.0,0.0,10.428902906388666,11.768379006264125,8800.0,10.505804960246097,13.045300486081647,21681.482421875,13.286428354903743,7.524481248257534,10.127559578933916,0.0,365,0.0,2012,4669.0,46.0,3.0,1,1,0.5642414118303893,0.07154128216223717,3.2861753571132617,2011,1.0,0
18390,0.0,29077.77734375,0.0,0.0,0.0,0.0,8.433223667671477,0.0,0.0,8.637947935641796,5655.5556640625,2.3705088288806735,5.004940091058004,0.0,0.0,365,0.0,2012,2660.0,26.0,2.0,2,1,1.1899735815049142,0.2516976040474409,0.050722698951226775,1996,16.0,1
18473,33.33333206176758,50940.7421875,0.0,0.0,0.0,0.0,10.331567850116441,0.0,0.0,9.447976906424794,89000.0,2.5501370126145244,9.315790903113744,0.0,0.0,365,0.0,2012,2893.0,28.0,2.0,3,1,2.401417699943065,0.06157363984300271,0.6387465391692373,2002,10.0,1
18482,455.5555419921875,25696.296875,0.0,0.0,0.0,5.719339844874043,10.230159269905515,0.0,7.548185133095914,10.04022880269999,20662.962890625,2.3774312034898175,9.315790903113744,5.719339844874043,0.0,365,0.0,2012,5610.0,56.0,3.0,1,1,0.584412357071593,1.5730195466239916,1.3368841848483817,2010,2.0,0
18497,2203.70361328125,37137.03515625,0.0,0.0,0.0,9.266255022211363,8.388745173486017,0.0,7.338262198739153,11.851598180546537,35907.40625,2.576613442279172,9.315790903113744,6.073812311877747,0.0,365,0.0,2012,2712.0,27.0,2.0,2,1,1.109348631700496,0.020318848905798836,0.29415269840020036,1997,15.0,2
18509,9022.22265625,175070.375,0.0,0.0,0.0,11.763547804854868,8.797218264940835,0.0,10.939716703890516,12.66196407856645,64329.62890625,12.892663851324194,9.315790903113744,11.763547804854868,0.0,365,0.0,2012,3313.0,33.0,2.0,1,1,0.22990546589207034,0.01497753876591399,0.5109285169640865,1996,16.0,0
18618,13785.185546875,425196.28125,2.971363678917776,0.0,-18.518518447875977,12.806030512845,11.933224894279022,0.0,11.965280520280166,13.200347737363696,216622.21875,13.779723199099013,9.315790903113744,12.806030512845,0.0,365,0.0,2012,2812.0,28.0,2.0,1,1,0.14976448152655003,0.0,1.5801544131552623,2007,5.0,0
18677,1174.0740966796875,81381.484375,4.318475276683786,3703.70361328125,3629.629638671875,8.059580600192024,7.59397108329152,0.0,10.899839477489886,12.014335116025805,65125.92578125,12.32970306575135,8.217358538114986,8.059580600192024,0.0,365,0.0,2012,5610.0,56.0,3.0,2,1,0.0,0.007511537424612781,-0.0,2009,7.0,2
18691,1222.22216796875,74300.0,0.0,0.0,0.0,10.78964513523186,7.6831137501366324,0.0,0.0,10.861436903862282,5670.37060546875,2.4922046492092975,9.315790903113744,10.78964513523186,0.0,365,0.0,2012,2620.0,26.0,2.0,2,1,1.0685882719161433,0.027817121334712973,0.38588701095214933,1997,15.0,2
18700,6855.5556640625,17148.1484375,0.0,0.0,0.0,12.473938395670123,9.564712275326654,0.0,8.269937160105517,11.874381103779953,49744.4453125,2.5530314130593705,7.524481248257534,12.473938395670123,0.0,365,0.0,2012,5629.0,56.0,3.0,3,1,0.002886169320807204,0.09503331374639926,1.479419318434109,2007,5.0,2
18729,11.11111068725586,6392.5927734375,0.0,0.0,0.0,2.76094713159029,9.137478873252542,14.814814567565918,0.0,6.7785320454660205,0.0,2.32619585324777,7.524481248257534,0.0,0.0,365,0.0,2012,3312.0,33.0,2.0,1,1,0.9038461814038345,0.0,2.1985292901464817,1980,32.0,0
18739,7574.07421875,69333.3359375,0.0,0.0,0.0,10.877157203451063,10.473029581572046,0.0,0.0,11.965963528495761,10414.814453125,2.58639877748892,8.217358538114986,10.877157203451063,0.0,365,0.0,2012,8130.0,81.0,3.0,3,1,1.302604477091347,0.037389916502047704,0.3753205785474986,2008,4.0,1
18772,18374.07421875,53618.51953125,0.0,0.0,0.0,12.002079509787427,10.107979727672708,0.0,0.0,11.725383061801542,49385.18359375,2.586112548294279,10.414343136790798,12.002079509787427,0.0,365,0.0,2012,2893.0,28.0,2.0,2,1,0.2287849761198016,0.10718594066458509,0.6122722343448194,2005,7.0,0
